agency,sido,sigungu,spot_name,lat,lon,total,violent,theft,sexual,fraud,traffic,night,other
경기남부경찰청,경기도,여주시,신진동,37.2791383878607,127.674692145167,3715,438,298,77,1160,913,55,774
경기남부경찰청,경기도,여주시,연라동,37.2593388598247,127.610698537716,3715,438,298,77,1160,913,55,774
경기남부경찰청,경기도,여주시,연양동,37.2873887861452,127.666948686574,3715,438,298,77,1160,913,55,774
경기남부경찰청,경기도,여주시,오금동,37.3342815584961,127.650085194049,3715,438,298,77,1160,913,55,774
경기남부경찰청,경기도,여주시,오학동,37.3110856971203,127.647466891088,3715,438,298,77,1160,913,55,774
경기남부경찰청,경기도,여주시,우만동,37.2570644792759,127.677637943879,3715,438,298,77,1160,913,55,774
경기남부경찰청,경기도,여주시,월송동,37.2857852706798,127.612197735235,3715,438,298,77,1160,913,55,774
경기남부경찰청,경기도,여주시,점동면,37.2060650489748,127.662546513646,3715,438,298,77,1160,913,55,774
경기남부경찰청,경기도,여주시,점봉동,37.2565581189549,127.643726431418,3715,438,298,77,1160,913,55,774
경기남부경찰청,경기도,여주시,창동,37.2934473378759,127.633475599951,3715,438,298,77,1160,913,55,774
경기남부경찰청,경기도,여주시,천송동,37.303745997768,127.662121202214,3715,438,298,77,1160,913,55,774
경기남부경찰청,경기도,여주시,하거동,37.226923441173,127.634000419291,3715,438,298,77,1160,913,55,774
경기남부경찰청,경기도,여주시,하동,37.299936763358,127.626316131304,3715,438,298,77,1160,913,55,774
경기남부경찰청,경기도,여주시,현암동,37.3155651473182,127.634234242669,3715,438,298,77,1160,913,55,774
경기남부경찰청,경기도,여주시,홍문동,37.287662109658,127.638294215407,3715,438,298,77,1160,913,55,774
경기남부경찰청,경기도,여주시,흥천면,37.3332312498698,127.541612211887,3715,438,298,77,1160,913,55,774
경기북부경찰청,경기도,연천군,군남면,38.0851969328493,127.019081108902,1520,279,131,24,401,164,32,489
경기북부경찰청,경기도,연천군,미산면,38.0474785796244,126.992927435861,1520,279,131,24,401,164,32,489
경기북부경찰청,경기도,연천군,백학면,38.0297127942562,126.917969879355,1520,279,131,24,401,164,32,489
경기북부경찰청,경기도,연천군,신서면,38.1829667805064,127.107037931125,1520,279,131,24,401,164,32,489
경기북부경찰청,경기도,연천군,연천읍,38.1039237861872,127.075938017759,1520,279,131,24,401,164,32,489
경기북부경찰청,경기도,연천군,왕징면,38.0585702378646,127.012811841568,1520,279,131,24,401,164,32,489
경기북부경찰청,경기도,연천군,장남면,37.9818271510522,126.884271824631,1520,279,131,24,401,164,32,489
경기북부경찰청,경기도,연천군,전곡읍,38.0280339296486,127.063864039262,1520,279,131,24,401,164,32,489
경기북부경찰청,경기도,연천군,중면,38.1358462182154,127.019176415376,1520,279,131,24,401,164,32,489
경기북부경찰청,경기도,연천군,청산면,37.9817637060979,127.06768030665,1520,279,131,24,401,164,32,489
경기남부경찰청,경기도,오산시,가수동,37.1456081757724,127.05834200078,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,가장동,37.1635663562955,127.035343134386,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,갈곶동,37.1288754672485,127.074430662962,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,고현동,37.1339715408827,127.080458931383,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,궐동,37.1621910100646,127.051081791832,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,금암동,37.1728363974501,127.045940876879,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,내삼미동,37.1813965610128,127.061531683537,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,누읍동,37.1392652711131,127.057189115524,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,두곡동,37.131911725568,127.042080778441,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,벌음동,37.1394460265943,127.037853045707,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,부산동,37.1545013661768,127.090364585929,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,서동,37.1504824248195,127.037183143734,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,서랑동,37.1718246515164,127.012466926979,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,세교동,37.1858036797345,127.03771850205,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,수청동,37.1657108167176,127.061847726809,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,양산동,37.1932413376703,127.030162443662,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,오산동,37.1531330002421,127.072855925403,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,외삼미동,37.1905658327322,127.053826460318,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,원동,37.1411447958707,127.079259957902,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,은계동,37.1607310695863,127.07229129899,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,지곶동,37.1787789348314,127.024449668277,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,청학동,37.1514419074162,127.053965318309,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,청호동,37.1297879893846,127.08423572355,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,오산시,탑동,37.1357908543751,127.048970696618,8246,1269,953,181,2302,1360,124,2057
경기남부경찰청,경기도,용인시,고매동,37.2245423121563,127.099034069243,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,공세동,37.2394247066475,127.11045868633,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,구갈동,37.2724288897902,127.127604033598,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,농서동,37.2255625793855,127.084734248853,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,동백동,37.2869057949409,127.160945196776,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,마북동,37.3015141229303,127.117425207334,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,보라동,37.2539587463782,127.108297628115,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,보정동,37.3201877760019,127.113094904481,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,상갈동,37.2665738857824,127.107697878295,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,상하동,37.2705605523124,127.13845601465,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,서천동,37.2430149989302,127.072437437369,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,신갈동,37.2725465865543,127.107034404588,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,언남동,37.2939658405683,127.128966698627,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,영덕동,37.2778227962427,127.074495882949,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,중동,37.2682933144578,127.158731907203,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,지곡동,37.237518646553,127.140545804753,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,청덕동,37.2994910828953,127.150279648979,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,하갈동,37.2526600728185,127.092690974645,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,고기동,37.3568144139187,127.036571318511,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,동천동,37.3418610192632,127.099224030122,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,상현동,37.304564864274,127.081096021137,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,성복동,37.3164877954826,127.069042233375,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,신봉동,37.3206447379735,127.083667546737,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,죽전동,37.3311110877474,127.113932721957,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,풍덕천동,37.3279850450603,127.094949785208,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,고림동,37.2479057581579,127.226640714475,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,김량장동,37.2352782190015,127.201914173892,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,남동,37.2208797975323,127.20174058203,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,남사면,37.1157126870888,127.150478244526,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,마평동,37.2302479785763,127.232690887549,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,모현읍,37.3296454910847,127.242348722596,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,백암면,37.1634709899502,127.375348473818,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,삼가동,37.2383199063405,127.162216750898,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,양지면,37.2354729086353,127.279848670922,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,역북동,37.2462035848036,127.188111660691,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,운학동,37.2141388634878,127.235530040947,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,원삼면,37.1666141745544,127.313209610916,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,유방동,37.2576019329047,127.20432746298,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,이동읍,37.1411278770059,127.196189086676,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,포곡읍,37.2777941589244,127.230843636904,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,해곡동,37.1901494199293,127.275586261729,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,용인시,호동,37.1823928085199,127.266287691766,25505,3274,3200,563,8036,4013,160,6259
경기남부경찰청,경기도,의왕시,고천동,37.3448538171116,126.968513026736,3307,364,237,78,972,907,28,721
경기남부경찰청,경기도,의왕시,내손동,37.3782619969627,126.975693472476,3307,364,237,78,972,907,28,721
경기남부경찰청,경기도,의왕시,삼동,37.323751164284,126.955704917536,3307,364,237,78,972,907,28,721
경기남부경찰청,경기도,의왕시,오전동,37.3536053895356,126.971583940539,3307,364,237,78,972,907,28,721
경기남부경찰청,경기도,의왕시,왕곡동,37.3458094660338,126.997395238128,3307,364,237,78,972,907,28,721
경기남부경찰청,경기도,의왕시,월암동,37.3095871632799,126.956390050885,3307,364,237,78,972,907,28,721
경기남부경찰청,경기도,의왕시,이동,37.3353581574384,126.960505185763,3307,364,237,78,972,907,28,721
경기남부경찰청,경기도,의왕시,청계동,37.4000497874323,127.018485897202,3307,364,237,78,972,907,28,721
경기남부경찰청,경기도,의왕시,초평동,37.3074644167281,126.940116403486,3307,364,237,78,972,907,28,721
경기남부경찰청,경기도,의왕시,포일동,37.3965908527999,126.98961006605,3307,364,237,78,972,907,28,721
경기남부경찰청,경기도,의왕시,학의동,37.3712251615187,127.011131548472,3307,364,237,78,972,907,28,721
경기북부경찰청,경기도,의정부시,가능동,37.7506435264154,127.038616105186,13724,2146,1475,383,4277,1699,301,3443
경기북부경찰청,경기도,의정부시,고산동,37.7222523746945,127.095337368279,13724,2146,1475,383,4277,1699,301,3443
경기북부경찰청,경기도,의정부시,금오동,37.755388211865,127.059748029924,13724,2146,1475,383,4277,1699,301,3443
경기북부경찰청,경기도,의정부시,낙양동,37.758836046021,127.110976788335,13724,2146,1475,383,4277,1699,301,3443
경기북부경찰청,경기도,의정부시,녹양동,37.7601308014543,127.03232037874,13724,2146,1475,383,4277,1699,301,3443
경기북부경찰청,경기도,의정부시,민락동,37.7403538413429,127.096358976229,13724,2146,1475,383,4277,1699,301,3443
경기북부경찰청,경기도,의정부시,산곡동,37.7246169395579,127.111311374423,13724,2146,1475,383,4277,1699,301,3443
경기북부경찰청,경기도,의정부시,신곡동,37.7314238778054,127.056847377285,13724,2146,1475,383,4277,1699,301,3443
경기북부경찰청,경기도,의정부시,용현동,37.7338683010295,127.079978282419,13724,2146,1475,383,4277,1699,301,3443
경기북부경찰청,경기도,의정부시,의정부동,37.7346401263969,127.034033667251,13724,2146,1475,383,4277,1699,301,3443
경기북부경찰청,경기도,의정부시,자일동,37.7679250634451,127.094338186332,13724,2146,1475,383,4277,1699,301,3443
경기북부경찰청,경기도,의정부시,장암동,37.7263976740224,127.054270875497,13724,2146,1475,383,4277,1699,301,3443
경기북부경찰청,경기도,의정부시,호원동,37.7141699194513,127.034477959332,13724,2146,1475,383,4277,1699,301,3443
경기남부경찰청,경기도,이천시,갈산동,37.2882392149525,127.469535781801,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,고담동,37.2414130497071,127.459746697645,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,관고동,37.282377700938,127.437880835387,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,단월동,37.2268239399359,127.448331577524,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,대월면,37.2298854701122,127.492395600571,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,대포동,37.2099434833444,127.459240269813,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,마장면,37.2489295288462,127.357967852826,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,모가면,37.171670582668,127.4801768603,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,백사면,37.3390757320979,127.490701651258,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,부발읍,37.2836603609193,127.486886526274,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,사음동,37.2956530519343,127.419596840542,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,설성면,37.1324673675995,127.522027682876,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,송정동,37.2953212195908,127.438555848188,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,신둔면,37.3062420303846,127.404039913146,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,안흥동,37.2761309779515,127.461793371116,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,율면,37.0943111866073,127.546453484556,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,율현동,37.2600247977371,127.444663940671,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,장록동,37.2531953602273,127.455927234167,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,장호원읍,37.1149352521377,127.616836654117,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,중리동,37.2759181219322,127.436192717691,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,증일동,37.2650167962088,127.429956387708,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,증포동,37.2903815684334,127.452493133317,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,진리동,37.2686876766423,127.455479467144,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,창전동,37.2829062004195,127.441145005564,6965,968,605,170,2134,1402,55,1631
경기남부경찰청,경기도,이천시,호법면,37.2231047253816,127.424787739446,6965,968,605,170,2134,1402,55,1631
경기북부경찰청,경기도,파주시,검산동,37.7898349883467,126.746124667118,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,광탄면,37.7761542164717,126.851257892274,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,교하동,37.7521392701942,126.748059991604,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,군내면,37.9222290691526,126.741785092706,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,금릉동,37.7512000591472,126.787151528373,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,금촌동,37.7606436758235,126.768817063648,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,다율동,37.7375674011587,126.732680218643,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,당하동,37.7419478482121,126.749896226728,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,동패동,37.7121045200848,126.721144837067,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,맥금동,37.7866662388697,126.727926139116,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,목동동,37.7247871246803,126.735457558469,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,문발동,37.7217352471645,126.688501177025,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,문산읍,37.8569935908446,126.790861194562,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,법원읍,37.8491633754065,126.882388862167,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,산남동,37.7021997513879,126.687571455272,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,상지석동,37.7266259640153,126.779689917209,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,서패동,37.713748948297,126.696754808913,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,송촌동,37.7494561539523,126.693990319619,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,신촌동,37.7344126502464,126.68811681336,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,아동동,37.7649763379077,126.78644472223,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,야당동,37.7100539174922,126.760495945771,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,야동동,37.7775745213807,126.765145620726,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,연다산동,37.7441879822885,126.712878097414,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,오도동,37.7507092837077,126.72424526325,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,와동동,37.7318625355613,126.761251570125,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,월롱면,37.796138372362,126.790219928738,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,장단면,37.8673872474672,126.713896328482,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,적성면,37.9543767524196,126.917635009286,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,조리읍,37.7432671340386,126.809865956874,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,진동면,37.9358392999861,126.802627655887,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,탄현면,37.8025424016273,126.716245034905,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,파주읍,37.8307483887254,126.820028579509,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,파평면,37.9219358887444,126.837949199917,15840,2081,1421,389,5661,2113,224,3951
경기북부경찰청,경기도,파주시,하지석동,37.7596738294058,126.744198697461,15840,2081,1421,389,5661,2113,224,3951
경기남부경찰청,경기도,평택시,가재동,37.0449553961215,127.082478213738,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,고덕면,37.0423407771254,127.017782815149,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,군문동,36.9825314540802,127.088484999309,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,도일동,37.053393997195,127.108218820566,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,독곡동,37.0879336316759,127.070184064725,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,동삭동,37.0138927319359,127.097667874173,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,모곡동,37.0344065332421,127.075664631417,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,비전동,37.0006091586062,127.095251177566,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,서정동,37.0677686141954,127.054711085274,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,서탄면,37.1082411769346,127.035321910042,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,세교동,36.9999556147054,127.08234869534,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,소사동,36.982035194968,127.130280325621,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,신대동,36.9984964060501,127.063913951298,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,신장동,37.0854023760527,127.051097700349,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,안중읍,36.9861235831,126.931167606861,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,오성면,37.0077895201807,126.980315179896,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,용이동,37.0036183281677,127.14248240822,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,월곡동,37.0235268655702,127.140901316289,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,유천동,36.9769317263717,127.11612046132,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,이충동,37.0580842473493,127.067952926886,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,장당동,37.0456706763475,127.062051467923,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,장안동,37.056927230493,127.084807199986,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,죽백동,37.0061193026284,127.123566706371,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,지산동,37.0774051123929,127.057583461173,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,지제동,37.0163911669232,127.065218930238,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,진위면,37.100012128018,127.090592307701,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,청룡동,37.0256313784912,127.121723763273,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,청북읍,37.0398153105502,126.934275457083,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,칠괴동,37.0286788821224,127.086785263598,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,칠원동,37.0246265270642,127.10590790441,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,통복동,37.0008027064575,127.087288337454,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,팽성읍,36.9651318147256,127.062439708927,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,평택동,36.991082866366,127.085861850038,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,포승읍,36.982819006435,126.885312774434,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,합정동,36.9860841859558,127.099061077826,26803,3445,2436,519,7638,5652,793,6320
경기남부경찰청,경기도,평택시,현덕면,36.9673389996314,126.921562935075,26803,3445,2436,519,7638,5652,793,6320
경기북부경찰청,경기도,포천시,가산면,37.8486887449825,127.186545889806,4987,724,411,110,1328,915,83,1416
경기북부경찰청,경기도,포천시,관인면,38.1577991234707,127.251198061906,4987,724,411,110,1328,915,83,1416
경기북부경찰청,경기도,포천시,군내면,37.8890227837265,127.217800979652,4987,724,411,110,1328,915,83,1416
경기북부경찰청,경기도,포천시,내촌면,37.7862179992257,127.228615198246,4987,724,411,110,1328,915,83,1416
경기북부경찰청,경기도,포천시,동교동,37.8480479678123,127.129652982137,4987,724,411,110,1328,915,83,1416
경기북부경찰청,경기도,포천시,선단동,37.8541346428759,127.159166102123,4987,724,411,110,1328,915,83,1416
경기북부경찰청,경기도,포천시,설운동,37.8649962982809,127.136351360354,4987,724,411,110,1328,915,83,1416
경기북부경찰청,경기도,포천시,소흘읍,37.8233192010336,127.138600788633,4987,724,411,110,1328,915,83,1416
경기북부경찰청,경기도,포천시,신북면,37.9339384363111,127.226332807245,4987,724,411,110,1328,915,83,1416
경기북부경찰청,경기도,포천시,신읍동,37.9012378226924,127.180502231892,4987,724,411,110,1328,915,83,1416
경기북부경찰청,경기도,포천시,어룡동,37.8863367059279,127.18017028937,4987,724,411,110,1328,915,83,1416
경기북부경찰청,경기도,포천시,영북면,38.0891350316765,127.275521116391,4987,724,411,110,1328,915,83,1416
경기북부경찰청,경기도,포천시,영중면,38.0055608827229,127.245148658335,4987,724,411,110,1328,915,83,1416
경기북부경찰청,경기도,포천시,이동면,38.0306695650759,127.367579322942,4987,724,411,110,1328,915,83,1416
경기북부경찰청,경기도,포천시,일동면,37.961275785629,127.317109699824,4987,724,411,110,1328,915,83,1416
경기북부경찰청,경기도,포천시,자작동,37.8753336653124,127.168459151877,4987,724,411,110,1328,915,83,1416
경기북부경찰청,경기도,포천시,창수면,37.9917323799477,127.189116048569,4987,724,411,110,1328,915,83,1416
경기북부경찰청,경기도,포천시,화현면,37.9011714575415,127.288076354336,4987,724,411,110,1328,915,83,1416
경기남부경찰청,경기도,하남시,감북동,37.5161996997887,127.161915937618,9339,1049,876,174,3268,1260,62,2650
경기남부경찰청,경기도,하남시,감이동,37.4938628800768,127.166467808806,9339,1049,876,174,3268,1260,62,2650
경기남부경찰청,경기도,하남시,감일동,37.5082861885186,127.147467026542,9339,1049,876,174,3268,1260,62,2650
경기남부경찰청,경기도,하남시,광암동,37.5173515994697,127.173058058124,9339,1049,876,174,3268,1260,62,2650
경기남부경찰청,경기도,하남시,교산동,37.5222826112645,127.20626880933,9339,1049,876,174,3268,1260,62,2650
경기남부경찰청,경기도,하남시,덕풍동,37.5335585195015,127.200579497659,9339,1049,876,174,3268,1260,62,2650
경기남부경찰청,경기도,하남시,망월동,37.5680994614327,127.189475097868,9339,1049,876,174,3268,1260,62,2650
경기남부경찰청,경기도,하남시,미사동,37.5690910840716,127.210441105318,9339,1049,876,174,3268,1260,62,2650
경기남부경찰청,경기도,하남시,배알미동,37.5177392464295,127.265212432637,9339,1049,876,174,3268,1260,62,2650
경기남부경찰청,경기도,하남시,상사창동,37.489726267815,127.196445848655,9339,1049,876,174,3268,1260,62,2650
경기남부경찰청,경기도,하남시,상산곡동,37.489368845274,127.234347110482,9339,1049,876,174,3268,1260,62,2650
경기남부경찰청,경기도,하남시,선동,37.5862418523929,127.184933407624,9339,1049,876,174,3268,1260,62,2650
경기남부경찰청,경기도,하남시,신장동,37.5387902964053,127.209586513271,9339,1049,876,174,3268,1260,62,2650
경기남부경찰청,경기도,하남시,창우동,37.5336380827135,127.233747886717,9339,1049,876,174,3268,1260,62,2650
경기남부경찰청,경기도,하남시,천현동,37.5259176522043,127.217102955502,9339,1049,876,174,3268,1260,62,2650
