연번,시도청,경찰서,관서명,구분,주소
1536,전남청,화순,읍내,지구대,전라남도 화순군 화순읍 충의로 152
1537,전남청,화순,도곡,파출소,전라남도 화순군 도곡면 지석로 1108
1538,전남청,화순,사평,파출소,전라남도 화순군 남면 사호로 213
1539,전남청,화순,능주,파출소,전라남도 화순군 능주면 관동길 19
1540,전남청,화순,역전,파출소,전라남도 화순군 화순읍 오성로 488
1541,전남청,화순,동복,파출소,전라남도 화순군 동복면 오지호로 285
1542,전남청,화순,동면,파출소,전라남도 화순군 동면 충의로 773
1543,전남청,화순,이양,파출소,전라남도 화순군 이양면 이양로 133
1544,전남청,함평,남부,파출소,전라남도 함평군 학교면 닻빼기길 2
1545,전남청,함평,읍내,파출소,전라남도 함평군 함평읍 함장로 1202-16
1546,전남청,함평,대동,파출소,전라남도 함평군 대동면 대동길 5-8
1547,전남청,함평,해보,파출소,전라남도 함평군 해보면 밀재로 1255
1548,전남청,함평,월야,파출소,전라남도 함평군 월야면 밀재로 1551
1549,전남청,함평,나산,파출소,전라남도 함평군 나산면 나산길 84
1550,전남청,함평,서부,파출소,전라남도 함평군 손불면 손무로 734
1551,전남청,영암,삼호,지구대,전라남도 영암군 삼호읍 대불주거로 188
1552,전남청,영암,신북,파출소,전라남도 영암군 신북면 간은정로 35
1553,전남청,영암,시종,파출소,전라남도 영암군 시종면 고분로 11
1554,전남청,영암,읍내,파출소,전라남도 영암군 영암읍 낭주로 178
1555,전남청,영암,군서,파출소,전라남도 영암군 군서면 왕인로 497
1556,전남청,영암,학산,파출소,전라남도 영암군 학산면 영산로 28
1557,전남청,장성,진남,파출소,전라남도 장성군 남면 못재로 93
1558,전남청,장성,북이,파출소,전라남도 장성군 북이면 갈재로 3
1559,전남청,장성,북일,파출소,전라남도 장성군 북일면 신흥로 410
1560,전남청,장성,읍내,파출소,전라남도 장성군 장성읍 역전로 80
1561,전남청,장성,삼계,파출소,전라남도 장성군 삼계면 사창로 58
1562,전남청,장성,삼서,파출소,전라남도 장성군 삼서면 해삼로 1163 
1563,전남청,장성,북하,파출소,전라남도 장성군 북하면 백양로 896
1564,전남청,강진,읍내,지구대,전라남도 강진군 강진읍 목리길 20
1565,전남청,강진,도암,파출소,전라남도 강진군 도암면 도암중앙로 51-1
1566,전남청,강진,작천,파출소,전라남도 강진군 작천면 평리길 58
1567,전남청,강진,성전,파출소,전라남도 강진군 성전면 별뫼로 382
1568,전남청,강진,칠량,파출소,전라남도 강진군 칠량면 칠량로 72
1569,전남청,강진,마량,파출소,전라남도 강진군 마량면 마량3길 5
1570,전남청,강진,군동,파출소,전라남도 강진군 군동면 진흥로 325 
1571,전남청,담양,금성,파출소,전라남도 담양군 금성면 석현길 10-9
1572,전남청,담양,대전,파출소,전라남도 담양군 대전면 대전로 4
1573,전남청,담양,수북,파출소,전라남도 담양군 수북면 추성1로 715 
1574,전남청,담양,고서,파출소,전라남도 담양군 고서면 가사문학로 320
1575,전남청,담양,창평,파출소,전라남도 담양군 창평면 의병로 164
1576,전남청,담양,중앙,파출소,전라남도 담양군 담양읍 중앙로 73
1577,전남청,곡성,읍내,파출소,전라남도 곡성군 곡성읍 중앙로 84-1
1578,전남청,곡성,석곡,파출소,전라남도 곡성군 석곡면 석곡로 61
1579,전남청,곡성,입면,파출소,전라남도 곡성군 입면 입면로 695
1580,전남청,곡성,삼기,파출소,전라남도 곡성군 삼기면 곡순로 1425
1581,전남청,곡성,옥과,파출소,전라남도 곡성군 옥과면 대학로 153
1582,전남청,곡성,오곡,파출소,전라남도 곡성군 오곡면 기차마을로 161
1583,전남청,곡성,죽곡,파출소,전라남도 곡성군 죽곡면 오죽로 20-3
1584,전남청,완도,읍내,지구대,전라남도 완도군 완도읍 개포로 113
1585,전남청,완도,군외,파출소,전라남도 완도군 군외면 청해진서로2100번길 66
1586,전남청,완도,금일,파출소,전라남도 완도군 금일읍 금일로390번길 7-5
1587,전남청,완도,보길,파출소,전라남도 완도군 보길면 보길동로 보길로 1-1
1588,전남청,완도,청산,파출소,전라남도 완도군 청산면 도청4길 17
1589,전남청,완도,소안,파출소,전라남도 완도군 소안면 비자39번길 33
1590,전남청,완도,금당,파출소,전라남도 완도군 금당면 차우30번길 3-10
1591,전남청,완도,약산,파출소,전라남도 완도군 약산면 약산로 367
1592,전남청,완도,고금,파출소,전라남도 완도군 고금면 고금동로2번길 16
1593,전남청,완도,신지,파출소,전라남도 완도군 신지면 신지로 551 
1594,전남청,완도,노화,파출소,전라남도 완도군 노화읍 이목길 29-9
1595,전남청,진도,조도,파출소,전라남도 진도군 조도면 창리길 11
1596,전남청,진도,의신,파출소,전라남도 진도군 의신면 돈지1길 29
1597,전남청,진도,읍내,파출소,전라남도 진도군 진도읍 남동3길 1
1598,전남청,진도,고군,파출소,전라남도 진도군 고군면 진도대로 280
1599,전남청,진도,임회,파출소,전라남도 진도군 임회면 석교길 47-15
1600,전남청,진도,군내,파출소,전라남도 진도군 군내면 진도대로 7957
1601,전남청,진도,지산,파출소,전라남도 진도군 지산면 인지인천1길 26
1602,전남청,구례,읍내,파출소,전라남도 구례군 구례읍 로터리길 7
1603,전남청,구례,광의,파출소,전라남도 구례군 광의면 광의철쭉동산로 8
1604,전남청,구례,간전,파출소,전라남도 구례군 간전면 간전중앙로 188
1605,전남청,구례,산동,파출소,전라남도 구례군 산동면 원촌길 94
1606,전남청,구례,토지,파출소,전라남도 구례군 토지면 섬진강대로 5058
1607,전남청,구례,마산,파출소,전라남도  구례군 마산면 화엄사로 144
1608,전남청,신안,흑산,파출소,전라남도 신안군 흑산면 예리1길 80-4
1609,전남청,신안,하의,파출소,전라남도 신안군 하의면 곰실길 19
1610,전남청,신안,안좌,파출소,전라남도 신안군 안좌면 안좌동부길 832
1611,전남청,신안,팔금,파출소,전라남도 신안군 팔금면 탑목개길 149
1612,전남청,신안,지도,파출소,전라남도 신안군 지도읍 읍내길 79
1613,전남청,신안,임자,파출소,전라남도 신안군 임자면 진리길 1
1614,전남청,신안,자은,파출소,전라남도 신안군 자은면 구영2길 71 
1615,전남청,신안,암태,파출소,전라남도 신안군 암태면 중부로 1827-2
1616,전남청,신안,비금,파출소,전라남도 신안군 비금면 읍동길 39
1617,전남청,신안,도초,파출소,전라남도 신안군 도초면 서남문로1523
1618,전남청,신안,장산,파출소,전라남도 신안군 장산면 장산로 347
1619,전남청,신안,가거,파출소,전라남도 신안군 흑산면 가거도길 41-2
1620,전남청,신안,압해,파출소,전라남도 신안군 압해읍 압해로 864
1621,전남청,신안,증도,파출소,전라남도 신안군 증도면 문준경길208
1622,전남청,신안,신의,파출소,전라남도 신안군 신의면 상동길 31 
1623,경북청,경주,산내,파출소,경상북도 경주시 산내면 의곡중앙길 34 
1624,경북청,경주,양남,파출소,경상북도 경주시 양남면 하서중앙길 59
1625,경북청,경주,외동,파출소,경상북도 경주시 외동읍 입실로 81
1626,경북청,경주,불국,파출소,경상북도 경주시 산업로 2999 
1627,경북청,경주,역전,파출소,경상북도 경주시 원화로 270 역전파출소
1628,경북청,경주,보문,파출소,경상북도 경주시 경감로 589
1629,경북청,경주,건천,파출소,경상북도 경주시 건천읍 내서로 1109
1630,경북청,경주,서면,파출소,경상북도 경주시 건천읍 내서로 425
1631,경북청,경주,안강,파출소,경상북도 경주시 안강읍 안강중앙로 223 
1632,경북청,경주,강동,파출소,경상북도 경주시 강동면 인동새들길 10
1633,경북청,경주,감포,파출소,경상북도 경주시 감포읍 감포로3길 40 
1634,경북청,경주,문무대왕,파출소,경상북도 경주시 문무대왕면 어일1길 39(어일리 837-2)
1635,경북청,경주,중앙,파출소,경상북도 경주시 금성로 296-1 
1636,경북청,경주,황남,파출소,경상북도 경주시 포석로 1052
1637,경북청,경주,충효,파출소,경상북도 경주시 충효중앙길 50-5 
1638,경북청,경주,내남,파출소,경상북도 경주시 내남면 포석로 370
1639,경북청,경주,황성,파출소,경상북도 경주시 용담로 11
1640,경북청,경주,성건,파출소,경상북도 경주시 금성로 424 
1641,경북청,경주,현곡,파출소,경상북도 경주시 현곡면 다경길 9-3
1642,경북청,경주,동천,파출소,경상북도 경주시 탈해로 65
1643,경북청,경주,용강,파출소,경상북도 경주시 산업로 4354 
1644,경북청,경주,천북,파출소,경상북도 경주시 천북면 동산3길 9
1645,경북청,포항북부,환여,파출소,경상북도 포항시 북구  삼호로 370
1646,경북청,포항북부,신광,파출소,경상북도 포항시 북구 신광면 토성길 15
1647,경북청,포항북부,송라,파출소,경상북도 포항시 북구 송라면 보경로 38
1648,경북청,포항북부,죽장,파출소,경상북도 포항시 북구  새마을로 3606
1649,경북청,포항북부,기계,파출소,경상북도 포항시 북구 기계면 기계로 92-11
1650,경북청,포항북부,기북,파출소,경상북도 포항시 북구 기북면 기북로 433
1651,경북청,포항북부,흥해,파출소,경상북도 포항시 북구 흥해읍 중성로 83
1652,경북청,포항북부,청하,파출소,경상북도 포항시 북구 청하면 청하로 178
1653,경북청,포항북부,양학,파출소,경상북도 포항시 북구  양학로7
1654,경북청,포항북부,죽도,파출소,경상북도 포항시 북구  중흥로 280
1655,경북청,포항북부,덕산,파출소,경상북도 포항시 북구 중앙로 352
1656,경북청,포항북부,용당,파출소,경상북도 포항시 북구  용당로91번길 10
1657,경북청,포항북부,장성,파출소,경상북도 포항시 북구  법원로39번길 36
1658,경북청,포항북부,학산,파출소,경상북도 포항시 북구  삼호로 147
1659,경북청,포항북부,양덕,파출소,경상북도 포항시 북구 장량중앙로 65
1660,경북청,포항남부,효곡대이,지구대,경상북도 포항시 남구 대잠길 15 
1661,경북청,포항남부,상대,지구대,경상북도 포항시 남구 상공로 84
1662,경북청,포항남부,구룡포,파출소,경상북도 포항시 남구 호미로 182번길
1663,경북청,포항남부,장기,파출소,경상북도 포항시 남구 장기면 읍내길 94
1664,경북청,포항남부,동해,파출소,경상북도 포항시 남구 동해면 일월로 52번길
1665,경북청,포항남부,제철,파출소,경상북도 포항시 남구 동해안로 6041 
1666,경북청,포항남부,호미곶,파출소,경상북도 포항시 남구 호미곶면 해맞이로160
1667,경북청,포항남부,송도,파출소,경상북도 포항시 남구 축항로 115 
1668,경북청,포항남부,대송,파출소,경상북도 포항시 남구 대송면 제내길 13
1669,경북청,포항남부,연일,파출소,경상북도 포항시 남구 연일읍 철강로25번길 62
1670,경북청,포항남부,오천,파출소,경상북도 포항시 남구 오천읍 정몽주로 547 
1671,경북청,포항남부,문덕,파출소,경상북도 포항시 남구 오천읍 냉천로 318
1672,경북청,포항남부,해도,파출소,경상북도 포항시 남구 상공로 228 
1673,경북청,구미,상림,지구대,경상북도 구미시 금오대로 482
1674,경북청,구미,원평,지구대,경상북도 구미시 원남로2길 26
1675,경북청,구미,형곡,지구대,경상북도 구미시 경은로 56
1676,경북청,구미,도량,지구대,경상북도 구미시 문장로 119
1677,경북청,구미,봉곡,파출소,경상북도 구미시 봉곡남로 16
1678,경북청,구미,도개,파출소,경상북도 구미시 도개면 도안로 121
1679,경북청,구미,장천,파출소,경상북도 구미시 장천면 강동로 170
1680,경북청,구미,고아,파출소,경상북도 구미시 선산대로 974-6
1681,경북청,구미,산동,파출소,경상북도 구미시 산동면 강동로 1030 
1682,경북청,구미,해평,파출소,경상북도 구미시 해평면 강동로 1661
1683,경북청,구미,선산,파출소,경상북도 구미시 선산읍 선산중앙로 79
1684,경북청,구미,무을,파출소,경상북도 구미시 무을면 상무로 951
1685,경북청,구미,옥성,파출소,경상북도 구미시 선산읍 선상동로 841
1686,경북청,구미,양포,파출소,경상북도 구미시 흥안로 6
1687,경북청,구미,신평,파출소,경상북도 구미시 칠성로2길 32
1688,경북청,구미,인동,파출소,경상북도 구미시 인동중앙로 28
1689,경북청,구미,진평,파출소,경상북도 구미시 인동22길 33
1690,경북청,경산,서부,지구대,경상북도 경산시 성암로 27
1691,경북청,경산,중앙,파출소,경상북도 경산시 원효로 35
1692,경북청,경산,자인,파출소,경상북도 경산시 자인면 금학로 8
1693,경북청,경산,동부,파출소,경상북도 경산시 계양로 44
1694,경북청,경산,하양,파출소,경상북도 경산시 하양읍 금송로 179
1695,경북청,경산,압량,파출소,경상북도 경산시 압량면 부적길 50
1696,경북청,경산,진량,파출소,경상북도 경산시 진량읍 낙산길 6
1697,경북청,경산,와촌,파출소,경상북도 경산시 와촌면 금송로 419 
1698,경북청,안동,역전,지구대,경상북도 안동시  경동로 690 
1699,경북청,안동,송하,지구대,경상북도 안동시  경동로 278
1700,경북청,안동,태화,지구대,경상북도 안동시  태화2길 7
1701,경북청,안동,길안,파출소,경상북도 안동시 길안면 천지길 41
1702,경북청,안동,풍천,파출소,경상북도 안동시 풍천면 갈전리 1183
1703,경북청,안동,예안,파출소,경상북도 안동시 예안면 임예로 1923 
1704,경북청,안동,풍산,파출소,경상북도 안동시 풍산읍 풍산중앙길 139
1705,경북청,안동,임하,파출소,경상북도 안동시 임하면 충효로 3257 
1706,경북청,안동,남선,파출소,경상북도 안동시 남선면 충효로 3854 
1707,경북청,안동,강남,파출소,경상북도 안동시  강남로 169 
1708,경북청,안동,용상,파출소,경상북도 안동시  경동로 959
1709,경북청,안동,임동,파출소,경상북도 안동시 임동면 챗거리길 25
1710,경북청,안동,일직,파출소,경상북도 안동시 일직면 경북대로 7356
1711,경북청,안동,도산,파출소,경상북도 안동시  도산면 퇴계로 2543
1712,경북청,안동,북후,파출소,경상북도 안동시 북후면 북평로 897 
1713,경북청,안동,와룡,파출소,경상북도 안동시 와룡면  퇴계로 841
1714,경북청,안동,옥동,지구대,경상북도 안동시 광명로 7
1715,경북청,김천,아포,파출소,경상북도 김천시 아포읍 국사길 143 
1716,경북청,김천,남부,파출소,경상북도 김천시 지례면 상부길 107
1717,경북청,김천,대덕,파출소,경상북도 김천시 대덕면 대덕로 761 
1718,경북청,김천,역전,파출소,경상북도 김천시 김천로 119
1719,경북청,김천,구성,파출소,경상북도 김천시 구성면 남김천대로 2327-4 
1720,경북청,김천,중앙,지구대,경상북도 김천시 영남대로 2009 
1721,경북청,김천,자산,파출소,경상북도 김천시 자산로 41-2
1722,경북청,김천,조마,파출소,경상북도 김천시 조마면 강곡1길 22 
1723,경북청,김천,서부,지구대,경상북도 김천시 영남대로 1402
1724,경북청,김천,직지,파출소,경상북도 김천시 대항면 직지로 182
1725,경북청,김천,북부,지구대,경상북도 김천시 대학로 129
1726,경북청,김천,어모,파출소,경상북도 김천시 어모면 어모로 249
1727,경북청,김천,감문,파출소,경상북도 김천시 감문로 985
1728,경북청,김천,동부,지구대,경상북도 김천시 혁신6로 75
1729,경북청,영주,신영주,지구대,경상북도 영주시 선비로 66 
1730,경북청,영주,서부,지구대,경상북도 영주시 선비로 205 
1731,경북청,영주,동부,지구대,경상북도 영주시 원당로 228 
1732,경북청,영주,부석,파출소,경상북도 영주시 부석면 소천로 49 
1733,경북청,영주,장수,파출소,경상북도 영주시 장수면 장수로 5 
1734,경북청,영주,안정,파출소,경상북도 영주시 신재로 541 
1735,경북청,영주,순흥,파출소,경상북도 영주시 순흥면 순흥로 63 
1736,경북청,영주,풍기,파출소,경상북도 영주시 풍기읍 기주로 114 
1737,경북청,영천,금호,파출소,경상북도 영천시 금호읍 금호로 115
1738,경북청,영천,고경,파출소,경상북도 영천시 고경면 호국로 1079
1739,경북청,영천,임고,파출소,경상북도 영천시 임고면 포은로 439
1740,경북청,영천,화산,파출소,경상북도 영천시 화산면 장수로 908
1741,경북청,영천,신녕,파출소,경상북도 영천시 신녕면 장수로 1691
1742,경북청,영천,화남,파출소,경상북도 영천시 화남면 천문로 1599
1743,경북청,영천,북안,파출소,경상북도 영천시 북안면 운북로 2023
1744,경북청,영천,대창,파출소,경상북도 영천시 대창면 금창로 674
1745,경북청,영천,동부,지구대,경상북도 영천시 창신2길13
1746,경북청,영천,남부,지구대,경상북도 영천시 완산2길 43
1747,경북청,영천,중앙,파출소,경상북도 영천시 최무선로 303
1748,경북청,영천,청통,파출소,경상북도 영천시 청통면 금송로 1025 
1749,경북청,상주,중앙,지구대,경상북도 상주시 상서문로 63 
1750,경북청,상주,동문,지구대,경상북도 상주시 중앙로 371 
1751,경북청,상주,모동,파출소,경상북도 상주시 모동면 용호1길 21 
1752,경북청,상주,화북,파출소,경상북도 상주시 화북면 문장로 1718 
1753,경북청,상주,은척,파출소,경상북도 상주시 은척면 봉중1길 6 
1754,경북청,상주,낙동,파출소,경상북도 상주시 낙동면 영남제일로 105 
1755,경북청,상주,화동,파출소,경상북도 상주시 화동면 이소1길 42 
1756,경북청,상주,사벌국,파출소,경상북도 상주시 사벌국면 덕담1길 59 
1757,경북청,상주,청리,파출소,경상북도 상주시 청리면 청리중앙로 166-10 
1758,경북청,상주,공성,파출소,경상북도 상주시 공성면 공성중앙로 99 
1759,경북청,상주,공검,파출소,경상북도 상주시 공검면 비재로 1288 
1760,경북청,상주,함창,파출소,경상북도 상주시 함창읍 함창중앙로 112 
1761,경북청,상주,화서,파출소,경상북도 상주시 화서면 화령로 21 
1762,경북청,문경,농암,파출소,경상북도 문경시 농암면 농암길 78
1763,경북청,문경,가은,파출소,경상북도 문경시 가은읍 가은로 137
1764,경북청,문경,산북,파출소,경상북도 문경시 산북면 강동로 14
1765,경북청,문경,산양,파출소,경상북도 문경시 산양면 산양로 107
1766,경북청,문경,점촌,파출소,경상북도 문경시 돈달로 142 
1767,경북청,문경,남부,파출소,경상북도 문경시 모전로 144
1768,경북청,문경,문경,파출소,경상북도 문경시 문경읍 문희로 61
1769,경북청,문경,마성,파출소,경상북도 문경시 호계면 문경대로 1768
1770,경북청,칠곡,왜관,지구대,경상북도 칠곡군 왜관읍 2번도로길 33
1771,경북청,칠곡,석적,지구대,경상북도 칠곡군 석적읍 석적로 965
1772,경북청,칠곡,북삼,지구대,경상북도 칠곡군 북삼읍 인평1길 2
1773,경북청,칠곡,동명,파출소,경상북도 칠곡군 동명면 금암중앙길 21
1774,경북청,칠곡,지천,파출소,경상북도 칠곡군 지천면 신동로 154
1775,경북청,칠곡,가산,파출소,경상북도 칠곡군 가산면 경북대로 1576
1776,경북청,칠곡,약목,파출소,경상북도 칠곡군 약목면 약목로3길 12 
1777,경북청,의성,의성,지구대,경상북도 의성군 의성읍 충효로 65
1778,경북청,의성,안평,파출소,경상북도 의성군 안평면 안평의성로 1
1779,경북청,의성,단밀,파출소,경상북도 의성군 단밀면 주속길 70
1780,경북청,의성,봉양,파출소,경상북도 의성군 봉양면 도리원1길 53
1781,경북청,의성,안계,파출소,경상북도 의성군 안계면 안계길 143
1782,경북청,의성,춘산,파출소,경상북도 의성군 춘산면 금성현서로 1491
1783,경북청,의성,금성,파출소,경상북도 의성군 금성면 탑리길 55
1784,경북청,의성,옥산,파출소,경상북도 의성군 옥산면 신감옥산로 1228-3
1785,경북청,의성,다인,파출소,경상북도 의성군 다인면 서릉길 62
1786,경북청,청도,풍각,파출소,경상북도 청도군 풍각면 헐티로 212 
1787,경북청,청도,이서,파출소,경상북도 청도군 이서면 학산1길 48 
1788,경북청,청도,중앙,파출소,경상북도 청도군 청도읍 청화로 194
1789,경북청,청도,화양,파출소,경상북도 청도군 화양읍 도주관로 142 
1790,경북청,청도,금천,파출소,경상북도 청도군 금천면 금천로 46
1791,경북청,청도,매전,파출소,경상북도 청도군 매전면 청려로 3711 
1792,경북청,영덕,남정,파출소,경상북도 영덕군 남정면 진불길 29
1793,경북청,영덕,영덕,파출소,경상북도 영덕군 영덕읍 중앙길 89
1794,경북청,영덕,강구,파출소,경상북도 영덕군 강구면 강구시장길 15
1795,경북청,영덕,영해,파출소,경상북도 영덕군 영해면 예주2길 9
1796,경북청,영덕,축산,파출소,경상북도 영덕군 축산면 영덕대게로 2049
1797,경북청,영덕,병곡,파출소,경상북도 영덕군 병곡면 병곡길 62
1798,경북청,울진,기성,파출소,경상북도 울진군 기성면 기성로 667 
1799,경북청,울진,북면,파출소,경상북도 울진군 북면 울진북로 2080 
1800,경북청,울진,죽변,파출소,경상북도 울진군 죽변면 죽변중앙로 159
1801,경북청,울진,울진,파출소,경상북도 울진군 울진읍 읍내10길 20 
1802,경북청,울진,근남,파출소,경상북도 울진군 근남면 울진북로 147 
1803,경북청,울진,후포,파출소,경상북도 울진군 후포면 울진대게로 34-8
1804,경북청,울진,평해,파출소,경상북도 울진군 평해읍 평해로 61
1805,경북청,울진,금강송,파출소,경상북도 울진군 금강송면 불영계곡로 1723 
1806,경북청,봉화,석포,파출소,경상북도 봉화군 석포면 석포로1길 6
1807,경북청,봉화,춘양,파출소,경상북도 봉화군 춘양면 의양로 54
1808,경북청,봉화,소천,파출소,경상북도 봉화군 소천면 소천로 1259
1809,경북청,봉화,명호,파출소,경상북도 봉화군 명호면 노루목재길 24
1810,경북청,봉화,봉화,파출소,경상북도 봉화군 봉화읍 봉화로 1077
1811,경북청,봉화,물야,파출소,경상북도 봉화군 물야면 문수로 981 
1812,경북청,예천,예천,지구대,경상북도 예천군 예천읍 충효로 198
1813,경북청,예천,용궁,파출소,경상북도 예천군 용궁면 용궁로 92
1814,경북청,예천,풍양,파출소,경상북도 예천군 풍양면 낙상1길 60-3
1815,경북청,예천,용문,파출소,경상북도 예천군 용문면 용문경천로 1213 
1816,경북청,예천,호명,지구대,경상북도 예천군 호명면 호명로 547번지
1817,경북청,예천,지보,파출소,경상북도 예천군 지보면 지보로 151
1818,경북청,예천,감천,파출소,경상북도 예천군 예천읍 충효로 1385
1819,경북청,예천,은풍,파출소,경상북도 예천군 은풍면 은풍로 85 
1820,경북청,성주,벽진,파출소,경상북도 성주군 벽진면 벽봉로 17
1821,경북청,성주,수륜,파출소,경상북도 성주군 수륜면 참별로 917
1822,경북청,성주,가천,파출소,경상북도 성주군 가천면 가천로 73
1823,경북청,성주,초전,파출소,경상북도 성주군 초전면 대장길 111
1824,경북청,성주,선남,파출소,경상북도 성주군 선남면 관화길 90
1825,경북청,성주,용암,파출소,경상북도 성주군 용암면 운용로 1025
1826,경북청,성주,중부,지구대,경상북도 성주군 성주읍 성밖숲길 151
1827,경북청,청송,진보,파출소,경상북도 청송군 진보면 진보로 129 
1828,경북청,청송,주왕산,파출소,경상북도 청송군 주왕산면 이전앞길 5
1829,경북청,청송,현동,파출소,경상북도 청송군 현동면 청송로 2667
1830,경북청,청송,안덕,파출소,경상북도 청송군 안덕면 안덕로 95
1831,경북청,청송,현서,파출소,경상북도 청송군 현서면 구산동로 43
1832,경북청,청송,청송,파출소,경상북도 청송군 청송읍 금월로 231
1833,경북청,청송,부남,파출소,경상북도 청송군 부남면 대전로 127
1834,경북청,영양,입암,파출소,경상북도 영양군 입암면 입암로 72
1835,경북청,영양,석보,파출소,경상북도 영양군 석보면 원리길 15
1836,경북청,영양,수비,파출소,경상북도 영양군 수비면 한티로 459 
1837,경북청,영양,청기,파출소,경상북도 영양군 청기면 청기1길 9-6
1838,경북청,영양,영양,파출소,경상북도 영양군 영양읍 동서대로 29
1839,경북청,고령,성산,파출소,경상북도 고령군 성산면 성산로 896
1840,경북청,고령,다산,파출소,경상북도 고령군 다산면 평리1길 15-1
1841,경북청,고령,대가야,지구대,경상북도 고령군 대가야읍 시장길 1길 5
1842,경북청,고령,쌍림,파출소,경상북도 고령군 대가야읍 대가야로 610
1843,경북청,울릉,도동,파출소,경상북도 울릉군 울릉읍 도동4길 4
1844,경북청,울릉,저동,파출소,경상북도 울릉군 울릉읍 봉래길 30-2
1845,경북청,울릉,서면,파출소,경상북도 울릉군 서면 남양4길 37
1846,경북청,울릉,북면,파출소,경상북도 울릉군 북면 천부1길 20
1847,경남청,창원중부,신월,지구대,경상남도 창원시 성산구  신사로45번길 35
1848,경남청,창원중부,가음정,지구대,경상남도 창원시 성산구  원이대로863번길 22 
1849,경남청,창원중부,중앙,파출소,경상남도 창원시 성산구  원이대로566번길 27-19
1850,경남청,창원중부,반송,파출소,경상남도 창원시 성산구  원이대로473번길 17
1851,경남청,창원중부,사파,파출소,경상남도 창원시 성산구  대암로 113 
1852,경남청,창원중부,신촌,파출소,경상남도 창원시 성산구  봉양로 408
1853,경남청,창원서부,명곡,지구대,경상남도 창원시 의창구 원이대로261번길 16-19
1854,경남청,창원서부,의창,파출소,경상남도 창원시 의창구 의창대로266번길 11
1855,경남청,창원서부,팔용,파출소,경상남도 창원시 의창구 창원대로397번길 30
1856,경남청,창원서부,동읍,파출소,경상남도 창원시 의창구 동읍 의창대로 902
1857,경남청,창원서부,북면,파출소,경상남도 창원시 의창구 북면 동전리 700-11
1858,경남청,창원서부,대산,파출소,경상남도 창원시 의창구 대산면 진산대로 415
1859,경남청,마산중부,신마산,지구대,경상남도 창원시 마산합포구  문화남5길 52
1860,경남청,마산중부,완월,파출소,경상남도 창원시 마산합포구 중앙남11길 12
1861,경남청,마산중부,남성,파출소,경상남도 창원시 마산합포구  3·15대로 295
1862,경남청,마산중부,오동,파출소,경상남도 창원시 마산합포구  천하장사로 111
1863,경남청,마산중부,교방,파출소,경상남도 창원시 마산합포구 교방서1길 40
1864,경남청,마산중부,구산,파출소,경상남도 창원시 마산합포구 구산면 구산로562
1865,경남청,마산중부,진동,파출소,경상남도 창원시 마산합포구 진동면 삼진의거대로 661 
1866,경남청,마산중부,진전,파출소,경상남도 창원시 마산합포구 진전면 대실로 156
1867,경남청,마산동부,합성,지구대,경상남도 창원시 마산회원구  합성남8길 21
1868,경남청,마산동부,양덕,지구대,경상남도 창원시 마산회원구 봉양로 35
1869,경남청,마산동부,석전,파출소,경상남도 창원시 마산회원구 석전동6길 20
1870,경남청,마산동부,산호,파출소,경상남도 창원시 마산합포구 산호북15길 1
1871,경남청,마산동부,회원,파출소,경상남도 창원시 마산회원구 회원남25길 73
1872,경남청,마산동부,삼계,파출소,경상남도 창원시 마산회원구 내서읍 삼계로 32
1873,경남청,마산동부,중리,파출소,경상남도 창원시 마산회원구 내서읍 호원로164
1874,경남청,진주,비봉,지구대,경상남도 진주시 비봉로33번길 2 
1875,경남청,진주,상대,지구대,경상남도 진주시 동진로 263
1876,경남청,진주,남강,지구대,경상남도 진주시 창렬로7번길 12
1877,경남청,진주,진양호,지구대,경상남도 진주시 평거로 42
1878,경남청,진주,하대,지구대,경상남도 진주시 대신로 387
1879,경남청,진주,개양,파출소,경상남도 진주시 진주대로 560
1880,경남청,진주,충무공,파출소,경상남도 진주시 충무공동 충의로 149
1881,경남청,진주,문산,파출소,경상남도 진주시 문산읍 동부로587번길 1
1882,경남청,진주,금산,파출소,경상남도 진주시 금산면 금산로 111
1883,경남청,진주,일반성,파출소,경상남도 진주시 일반성면 창촌길 27-1
1884,경남청,진주,지수,파출소,경상남도 진주시 지수면 지수로 492
1885,경남청,진주,수곡,파출소,경상남도 진주시 수곡면 곤수로 903
1886,경남청,진주,대곡,파출소,경상남도 진주시 대곡면 진의로 1065 
1887,경남청,김해중부,연지,지구대,경상남도 김해시 내외중앙로 118
1888,경남청,김해중부,신어,지구대,김해시 삼안로217번길 32
1889,경남청,김해중부,왕릉,지구대,경상남도 김해시 해반천로168번길 8
1890,경남청,김해중부,중앙,지구대,경상남도 김해시 가락로 30 
1891,경남청,김해중부,상동,파출소,경상남도 김해시 상동면 상동로 553
1892,경남청,김해중부,대동,파출소,경상남도 김해시 대동면 대동로 597
1893,경남청,김해중부,생림,파출소,경상남도 김해시 봉림로 21 
1894,경남청,김해서부,장유,지구대,경상남도 김해시  계동로 102번길 19
1895,경남청,김해서부,율하,파출소,경상남도 김해시 율하숲길 12
1896,경남청,김해서부,진영,파출소,경상남도 김해시 진영읍 진영로 167
1897,경남청,김해서부,한림,파출소,경상남도 김해시 한림면 한림로 453
1898,경남청,김해서부,진례,파출소,경상남도 김해시 진례면 진례로 235
1899,경남청,김해서부,주촌,파출소,경상남도 김해시 주촌면 선지로 22 
