연번,시도청,경찰서,관서명,구분,주소
504,광주청,광주서부,농성,파출소,광주광역시 서구  화정로 316
505,광주청,광주서부,동천,파출소,광주광역시 서구  유림로98번길 6
506,광주청,광주서부,염주,파출소,광주광역시 서구  염화로134번길 84
507,광주청,광주서부,풍암,파출소,광주광역시 서구  풍암1로 33
508,광주청,광주남부,백운,지구대,광주광역시 남구  월산로 30 
509,광주청,광주남부,방림,지구대,광주광역시 남구  대남대로149번길 8
510,광주청,광주남부,효덕,지구대,광주광역시 남구  화산로 27
511,광주청,광주남부,양림,파출소,광주광역시 남구  천변좌로 410 
512,광주청,광주남부,주월,파출소,광주광역시 남구  회재로1217번길 7
513,광주청,광주남부,대촌,파출소,광주광역시 남구  고싸움로 136
514,광주청,광주북부,우산,지구대,광주광역시 북구  중문로 63
515,광주청,광주북부,동운,지구대,광주광역시 북구  북문대로 240
516,광주청,광주북부,두암,지구대,광주광역시 북구  군왕로 146
517,광주청,광주북부,용봉,지구대,광주광역시 북구  문화소통로 78
518,광주청,광주북부,일곡,지구대,광주광역시 북구  설죽로 489
519,광주청,광주북부,문흥,지구대,광주광역시 북구  대천로 146
520,광주청,광주북부,역전,지구대,광주광역시 북구  태봉로 57
521,광주청,광주북부,건국,지구대,광주광역시 북구  본촌마을길102번길 17
522,광주청,광주북부,석곡,파출소,광주광역시 북구  동문대로 642 
523,대전청,대전중부,남대전,지구대,대전광역시 중구  보문로 162번길 22
524,대전청,대전중부,서대전,지구대,대전광역시 중구  중앙로 14
525,대전청,대전중부,유등,지구대,대전광역시 중구 문화로 115-2
526,대전청,대전중부,문화,지구대,대전광역시 중구 보문산로 193
527,대전청,대전중부,선화,파출소,대전광역시 중구 우암로 14-1
528,대전청,대전중부,중촌,파출소,대전광역시 중구  대종로 661-1
529,대전청,대전동부,용전,지구대,대전광역시 동구  동서대로1695번길 54
530,대전청,대전동부,대전역,지구대,대전광역시 동구  역전시장길 7
531,대전청,대전동부,가양,지구대,대전광역시 동구  우암로 304
532,대전청,대전동부,천동,파출소,대전광역시 동구  대전로 501
533,대전청,대전동부,판암,파출소,대전광역시 동구  옥천로 403
534,대전청,대전동부,산내,파출소,대전광역시 동구  산내로 1332
535,대전청,대전서부,도마,지구대,대전광역시 서구  계백로 1366
536,대전청,대전서부,내동,지구대,대전광역시 서구  갈마로 246
537,대전청,대전서부,구봉,지구대,대전광역시 서구  관저로 65
538,대전청,대전서부,가수원,지구대,대전광역시 서구  용소로40번길 7
539,대전청,대전대덕,신탄진,지구대,대전광역시 대덕구  대덕대로 1427
540,대전청,대전대덕,중리,지구대,대전광역시 대덕구  한밭대로 1084
541,대전청,대전대덕,송촌,지구대,대전광역시 대덕구  동춘당로 63
542,대전청,대전대덕,회덕,파출소,대전광역시 대덕구  대전로 1386
543,대전청,대전둔산,둔산,지구대,대전광역시 서구 둔산남로 9번길 21
544,대전청,대전둔산,갈마,지구대,대전광역시 서구 신갈마로 211
545,대전청,대전둔산,월평,지구대,대전광역시 서구 청사로 27-7
546,대전청,대전둔산,청사,지구대,대전광역시 서구 청사로 277
547,대전청,대전유성,유성,지구대,대전광역시 유성구  문화원로 136
548,대전청,대전유성,도룡,지구대,대전광역시 유성구  가정로 318
549,대전청,대전유성,노은,지구대,대전광역시 유성구  은구비로 72
550,대전청,대전유성,신성,지구대,대전광역시 유성구 신성로 71
551,대전청,대전유성,복용,파출소,대전광역시 유성구 복용북로75번길 19
552,대전청,대전유성,구즉,지구대,대전광역시 유성구 구룡달전로 21
553,대전청,대전유성,진잠,파출소,대전광역시 유성구  원내동 95
554,울산청,울산중부,태화,지구대,울산광역시 중구 종가5길 55
555,울산청,울산중부,중앙,지구대,울산광역시 중구 학산로 7
556,울산청,울산중부,병영,지구대,울산광역시 중구 병영성7길 11
557,울산청,울산중부,반구,파출소,울산광역시 중구 반구정10길 4
558,울산청,울산중부,성안,파출소,울산광역시 중구 성안로 257
559,울산청,울산남부,신정,지구대,울산광역시 남구 돋질로 118
560,울산청,울산남부,삼산,지구대,울산광역시 남구 번영로 217
561,울산청,울산남부,야음,지구대,울산광역시 남구 수암로 277
562,울산청,울산남부,옥동,지구대,울산광역시 남구 대공원입구로21번길 16
563,울산청,울산남부,무거,지구대,울산광역시 남구 신복로22번길 22
564,울산청,울산남부,본동,파출소,울산광역시 남구 화합로194번길 17
565,울산청,울산동부,방어진,지구대,울산광역시 동구 월봉12길 77
566,울산청,울산동부,전하,지구대,울산광역시 동구 진성4길 20
567,울산청,울산동부,남목,파출소,울산광역시 동구 동해안로 54
568,울산청,울산동부,서부,파출소,울산광역시 동구 서부로 74
569,울산청,울산북부,명촌,지구대,울산광역시 북구 명촌21길14
570,울산청,울산북부,화봉,파출소,울산광역시 북구 화봉로 83
571,울산청,울산북부,농소1,파출소,울산광역시 북구 호계로 194
572,울산청,울산북부,농소2,파출소,울산광역시 북구 호계로 391
573,울산청,울산북부,농소3,파출소,울산광역시 북구 아진로 74
574,울산청,울산북부,강동,파출소,울산광역시 북구 산음12길 6
575,울산청,울산북부,양정,파출소,울산광역시 북구 염포로 549
576,울산청,울산울주,범서,파출소,울산광역시 울주군 범서읍 대리로 12
577,울산청,울산울주,언양,파출소,울산광역시 울주군 언양읍 남천둑길 7
578,울산청,울산울주,온양,파출소,울산광역시 울주군 온양읍 남창2길 30
579,울산청,울산울주,온산,파출소,울산광역시 울주군 온산읍 덕신로 229
580,울산청,울산울주,두동,파출소,울산광역시 울주군 두동면 대밀길 25
581,울산청,울산울주,상북,파출소,울산광역시 울주군 상북면 상북로 294
582,울산청,울산울주,삼남,파출소,울산광역시 울주군 삼남면 중남로 47
583,울산청,울산울주,청량,파출소,울산광역시 울주군 청량읍 온산로 767
584,울산청,울산울주,웅촌,파출소,울산광역시 울주군 웅촌면 곡천검단로 15
585,울산청,울산울주,서생,파출소,울산광역시 울주군 서생면 해맞이로 867
586,세종청,세종남부,금남,파출소,세종특별자치시 금남면 용포로 62
587,세종청,세종남부,한솔,지구대,세종특별자치시  노을3로 31
588,세종청,세종남부,아름,지구대,세종특별자치시  보듬3로 113
589,세종청,세종남부,청사,지구대,세종특별자치시  다솜3로 3
590,세종청,세종남부,보람,지구대,세종특별자치시 남세종로 440
591,세종청,세종북부,조치원,지구대,세종특별자치시  조치원읍 새내로 140
592,세종청,세종북부,연동,파출소,세종특별자치시  부강면 청연로 606-1
593,세종청,세종북부,전의,파출소,세종특별자치시  전의면 만세길 6 
594,세종청,세종북부,전동,파출소,세종특별자치시  전동면 하노장4길 9
595,세종청,세종북부,부강,파출소,세종특별자치시  부강면 부강신대길 72-2
596,경기남부청,수원장안,장안,지구대,경기도 수원시 장안구 송정로 113
597,경기남부청,수원장안,노송,지구대,경기도 수원시 장안구 이목로 58
598,경기남부청,수원장안,연무,지구대,경기도 수원시 장안구 경수대로 758
599,경기남부청,수원장안,율천,파출소,경기도 수원시 장안구 하률로 2
600,경기남부청,수원영통,산남,지구대,경기 수원시 영통구 매영로 93-18
601,경기남부청,수원영통,영통,지구대,경기 수원시 영통구 청명로 92
602,경기남부청,수원영통,매탄,지구대,경기 수원시 영통구 동수원로 403
603,경기남부청,수원영통,태장,파출소,경기 수원시 영통구 영통로 143
604,경기남부청,수원영통,광교,지구대,경기 수원시 영통구 에듀타운로 82
605,경기남부청,수원권선,곡선,지구대,경기 수원시 권선구 권중로77
606,경기남부청,수원권선,서호,지구대,수원시 권선구 구운로73번길 18-13
607,경기남부청,수원권선,세류,지구대,경기 수원시 권선구 정조로 370
608,경기남부청,수원권선,호매실,지구대,경기도 수원시 권선구 금곡동 금곡로 190
609,경기남부청,수원권선,권선,파출소,경기 수원시 권선로 699번길 24-23
610,경기남부청,수원권선,고색,파출소,경기 수원시 권선구 매송고색로748
611,경기남부청,수원권선,당수,파출소,경기도 수원시 권선구 당진로 32번길 28-4
612,경기남부청,수원팔달,인계,지구대,수원시 팔달구 장다리로 312
613,경기남부청,수원팔달,매산,지구대,수원시 팔달구 덕영대로 944
614,경기남부청,수원팔달,화서문,지구대,수원시 팔달구 수성로 182번길 3
615,경기남부청,수원팔달,행궁,파출소,수원시 팔달구 창룡대로 48
616,경기남부청,수원팔달,지만,파출소,수원시 팔달구 경수대로 621
617,경기남부청,수원팔달,고등,파출소,수원시 팔달구 고등로 50
618,경기남부청,수원팔달,매교,파출소,수원시 팔달구 매산로 116번길 50
619,경기남부청,안양동안,갈산,지구대,경기도 안양시 동안구 흥안대로223번길 30-1
620,경기남부청,안양동안,인덕원,지구대,경기도 안양시 동안구 동편로 190
621,경기남부청,안양동안,비산,지구대,경기도 안양시 동안구 관악대로 125
622,경기남부청,안양동안,범계,지구대,경기도 안양시 동안구 경수대로508번길 17
623,경기남부청,안양동안,평안,지구대,경기도 안양시 동안구 평촌대로217번길 57
624,경기남부청,안양동안,호계,파출소,경기도 안양시 동안구 관평로138번길 43
625,경기남부청,안양만안,명학,지구대,경기도 안양시 만안구 안양로170번길 20
626,경기남부청,안양만안,안양,지구대,경기도 안양시 만안구 병목안로 56
627,경기남부청,안양만안,석수,지구대,경기도 안양시 만안구 경수대로 1161
628,경기남부청,안양만안,박달,지구대,경기도 안양시 만안구 양화로105번길 51 (임시청사)
629,경기남부청,군포,군포,지구대,경기도 군포시 군포로 511
630,경기남부청,군포,산본,지구대,경기도 군포시 수리산로203번길 51
631,경기남부청,군포,대야,파출소,경기도 군포시 대야1로 24번길 4
632,경기남부청,군포,금정,파출소,경기도 군포시 군포로 683번길 31
633,경기남부청,군포,송부,파출소,경기도 군포시 번영로 6-4
634,경기남부청,성남수정,수진,지구대,성남시 수정구 모란로 1
635,경기남부청,성남수정,신흥,지구대,성남시 수정구 시민로 150
636,경기남부청,성남수정,중앙,파출소,성남시 수정구 수정로 145
637,경기남부청,성남수정,산성,파출소,성남시 수정구 수정로 279번길 5
638,경기남부청,성남수정,단대,파출소,성남시 수정구 단대로 15
639,경기남부청,성남수정,수진1,파출소,성남시 수정구 탄리로 21
640,경기남부청,성남수정,태평4,파출소,성남시 수정구 남문로 128
641,경기남부청,성남수정,고등,파출소,성남시 수정구 고등공원로 47
642,경기남부청,성남수정,복정,파출소,성남시 수정구 복정로 36
643,경기남부청,성남수정,성남위례,파출소,성남시 수정구 위례동로 135-2
644,경기남부청,성남중원,성호,지구대,경기도 성남시 중원구 산성대로 190-6
645,경기남부청,성남중원,금광,지구대,경기도 성남시 중원구 광명로323번길 26
646,경기남부청,성남중원,대원,파출소,경기도 성남시 중원구 둔촌대로 439
647,경기남부청,성남중원,상대원2,파출소,경기도 성남시 중원구 희망로 373
648,경기남부청,성남중원,은행,파출소,경기도 성남시 중원구 은행로25번길 14
649,경기남부청,성남중원,도촌,파출소,경기도 성남시 중원구 도촌북로 43
650,경기남부청,분당,야탑,지구대,경기도 성남시 분당구 야탑로 76
651,경기남부청,분당,서현,지구대,경기도 성남시 분당구 중앙공원로31번길 30
652,경기남부청,분당,금곡,지구대,경기도 성남시 분당구 성남대로171번길 12
653,경기남부청,분당,서판교,파출소,경기도 성남시 분당구 운중로146번길 6
654,경기남부청,분당,동판교,파출소,경기도 성남시 분당구 동판교로266번길 24
655,경기남부청,분당,수내,파출소,경기도 성남시 분당구 불정로 253
656,경기남부청,분당,구미,파출소,경기도 성남시 분당구 구미로 107
657,경기남부청,부천소사,송내,지구대,경기도 부천시 소사구 성주로 147
658,경기남부청,부천소사,소사,지구대,경기도 부천시 소사구 경인로 363
659,경기남부청,부천소사,범박,지구대,경기도 부천시 소사구 범안로 131
660,경기남부청,부천원미,중앙,지구대,경기도 부천시 장말로 337
661,경기남부청,부천원미,중동,지구대,경기도 부천시 석천로 203-16
662,경기남부청,부천원미,상동,지구대,경기도 부천시 상일로 99
663,경기남부청,부천원미,계남,지구대,경기도 부천시 조마루로 252
664,경기남부청,부천원미,원미,지구대,경기도 부천시 원미로 149번길 4
665,경기남부청,부천원미,역곡,지구대,경기도 부천시 부일로711번길 29
666,경기남부청,부천원미,약대,지구대,경기도 부천시 중동로 388번길 6
667,경기남부청,부천오정,내동,지구대,경기도 부천시 오정구 신흥로 411(삼정동)
668,경기남부청,부천오정,원종,지구대,경기도 부천시 오정구 소사로 778(원종동)
669,경기남부청,부천오정,고강,파출소,경기도 부천시 오정구 역곡로 519(고강동)
670,경기남부청,부천오정,성곡,파출소,경기도 부천시 오정구 삼작로352번길 42(여월동)
671,경기남부청,광명,철산,지구대,경기도 광명시 철산로29번길 16(철산동)
672,경기남부청,광명,하안,지구대,경기도 광명시 범안로 1027(하안동)
673,경기남부청,광명,소하,지구대,경기도 광명시 금하로 500(소하동)
674,경기남부청,광명,광명,지구대,경기도 광명시 사성로 67(철산동)
675,경기남부청,광명,광남,지구대,경기도 광명시 광명로 772(광명동)
676,경기남부청,광명,일직,파출소,경기도 광명시 서독로418(일직동)
677,경기남부청,안산단원,고잔,파출소,경기도 안산시 단원구 화랑로 397
678,경기남부청,안산단원,호수,지구대,경기도 안산시 단원구 광덕2로 127
679,경기남부청,안산단원,와동,파출소,경기도 안산시 단원구 선부로 323
680,경기남부청,안산단원,선부,파출소,경기도 안산시 단원구 선부광장1로 150
681,경기남부청,안산단원,선부2,파출소,경기도 안산시 단원구 선여불로 19
682,경기남부청,안산단원,선부3,파출소,경기도 안산시 단원구 달미로 144
683,경기남부청,안산단원,원곡,파출소,경기도 안산시 단원구 원곡공원로30
684,경기남부청,안산단원,원선,파출소,경기도 안산시 단원구 원선로33
685,경기남부청,안산단원,공단,파출소,경기도 안산시 단원구 동산로 29
686,경기남부청,안산단원,대부,파출소,경기도 안산시 단원구 대부중앙로 67
687,경기남부청,안산단원,신길,파출소,안산시 단원구 도일로 45
688,경기남부청,안산상록,본오,지구대,경기도 안산시 상록구 상록수로 12
689,경기남부청,안산상록,사동,지구대,경기도 안산시 상록구 석호로 175
690,경기남부청,안산상록,본오1,파출소,경기도 안산시 상록구 샘골로 11
691,경기남부청,안산상록,부곡,파출소,경기도 안산시 상록구 성호로 324
692,경기남부청,안산상록,월피,파출소,경기도 안산시 상록구 안산천서로 215
693,경기남부청,안산상록,성포,파출소,경기도 안산시 상록구 예술광장로 47
694,경기남부청,안산상록,일동,파출소,경기도 안산시 상록구 호동로 118
695,경기남부청,안산상록,이동,파출소,경기도 안산시 상록구 중보1길 35
696,경기남부청,안산상록,반월,파출소,경기도 안산시 상록구 건건로 47
697,경기남부청,안산상록,팔곡,파출소,경기도 안산시 상록구 소학길 8
698,경기남부청,안산상록,수암,파출소,경기도 안산시 상록구 수인로 2026
699,경기남부청,시흥,장곡,지구대,경기도 시흥시 장곡로 54번길 25-14
700,경기남부청,시흥,옥구,지구대,경기도 시흥시 정왕대로 118번길 1
701,경기남부청,시흥,정왕,지구대,경기도 시흥시 정왕신길로 216
702,경기남부청,시흥,은행,지구대,경기도 시흥시 은행로 148
703,경기남부청,시흥,군자,파출소,경기도 시흥시 군자로 513
704,경기남부청,시흥,매화,파출소,경기도 시흥시 매화로 36
705,경기남부청,시흥,신천,파출소,경기도 시흥시 신천로 100번안길 15
706,경기남부청,시흥,대야,파출소,경기도 시흥시 호현로 42
707,경기남부청,시흥,시화,파출소,경기도 시흥시 중심상가로 271
708,경기남부청,시흥,능곡,파출소,경기도 시흥시 장현능곡로 211
709,경기남부청,시흥,목감,파출소,경기도 시흥시 목감우회로 17-6
710,경기남부청,시흥,배곧,지구대,경기도 시흥시 서울대학로 264번길 50
711,경기남부청,평택,평택,지구대,경기도 평택시 중앙1로 23
712,경기남부청,평택,서정,지구대,경기도 평택시 서정역로 34
713,경기남부청,평택,팽성,지구대,경기도 평택시 팽성읍 동서촌로 93
714,경기남부청,평택,진위,파출소,경기도 평택시 진위면 경기대로 1856
715,경기남부청,평택,서탄,파출소,경기도 평택시 서탄면 서탄로 280
716,경기남부청,평택,포승,파출소,경기도 평택시 포승읍 서동대로 1150
717,경기남부청,평택,비전,지구대,"경기도 평택시 죽백5로23, 1층 109,110호"
718,경기남부청,평택,고덕,지구대,경기도 평택시 고덕면 고덕여염9길 3
719,경기남부청,평택,송탄,지구대,경기도 평택시 탄현로 343
720,경기남부청,평택,안중,파출소,경기도 평택시 안중읍 현화중앙길 71
721,경기남부청,평택,현덕,파출소,경기도 평택시 현덕면 인광3길 12-11(임시청사)
722,경기남부청,평택,청북,파출소,경기도 평택시 청북읍 신포길 38
723,경기남부청,평택,오성,파출소,경기도 평택시 오성면 숙성시장길 71
724,경기남부청,평택,만호,파출소,경기도 평택시 포승읍 평택항로 170
725,경기남부청,평택,신장,파출소,경기도 평택시 신서로65
726,경기남부청,평택,용이,파출소,경기도 평택시 현신4길 8
727,경기남부청,오산,오산,지구대,경기도 오산시 운암로 11
728,경기남부청,오산,궐동,지구대,경기도 오산시 오산로 371
729,경기남부청,오산,중앙,파출소,경기도 오산시 오산로 221
730,경기남부청,오산,세교,지구대,경기도 오산시 세마역로 5
731,경기남부청,화성서부,남양,파출소,화성시 남양시장로 47
732,경기남부청,화성서부,발안,지구대,화성시 3.1만세로 1095
733,경기남부청,화성서부,봉담,지구대,봉담읍 와우로15번길 17
734,경기남부청,화성서부,매송,파출소,화성시 매송면 화성로 2249
735,경기남부청,화성서부,송산,파출소,화성시 송산포도로 98
736,경기남부청,화성서부,서신,파출소,화성시 서신면 매화1길 31
737,경기남부청,화성서부,우정,파출소,화성시 우정읍 조암남로 31
738,경기남부청,화성서부,팔탄,파출소,화성시 팔탄면 서촌길 9
739,경기남부청,화성서부,비봉,파출소,화성시 비봉면 양노로 56
740,경기남부청,화성서부,마도,파출소,화성시 마도면 석교로 179
741,경기남부청,화성서부,양감,파출소,화성시 양감면 은행나무로 263
742,경기남부청,화성동탄,태안,지구대,경기도 화성시 떡전골로 112-2
743,경기남부청,화성동탄,동탄,지구대,경기도 화성시 노작로 226-1
744,경기남부청,화성동탄,정남,파출소,경기도 화성시 정남면 만년로 582
745,경기남부청,화성동탄,안용,파출소,경기도 화성시 용주로 32번길 4
746,경기남부청,화성동탄,동탄2,지구대,경기도 화성시 동탄영천로 70
747,경기남부청,화성동탄,반월,파출소,경기도 화성시 영통로 27번길 25-19 
748,경기남부청,화성동탄,동탄3,지구대,경기도 화성시 왕배산길 6
749,경기남부청,용인동부,중앙,지구대,경기도 용인시 처인구 금령로 18
750,경기남부청,용인동부,구갈,지구대,경기도 용인시 기흥구 관곡로 41
751,경기남부청,용인동부,흥덕,파출소,경기도 용인시 기흥구 흥덕2로 118번길 1
752,경기남부청,용인동부,상갈,파출소,경기도 용인시 기흥구 중부대로 380
753,경기남부청,용인동부,동백,지구대,경기도 용인시 기흥구 동백6로 37
754,경기남부청,용인동부,고매,파출소,경기도 용인시 기흥구 동탄기흥로 715
755,경기남부청,용인동부,동부,파출소,경기도 용인시 처인구 경안천로 76(임시청사 사용 중)
756,경기남부청,용인동부,포곡,파출소,경기도 용인시 처인구 포곡로 278번길 3
757,경기남부청,용인동부,모현,파출소,경기도 용인시 처인구 모현읍 백옥대로 2372
758,경기남부청,용인동부,양지,파출소,경기도 용인시 처인구 양지로 165
759,경기남부청,용인동부,백암,파출소,경기도 용인시 처인구 백암로 201번길 9
760,경기남부청,용인동부,원삼,파출소,경기도 용인시 처인구 원삼면 고당로 15번길 1
761,경기남부청,용인동부,이동,파출소,경기도 용인시 처인구 이동읍 경기동로 688
762,경기남부청,용인동부,남사,파출소,경기도 용인시 처인구 남사면 처인성로 185번길 13
763,경기남부청,용인동부,보라,파출소,경기도 용인시 기흥구 한보라 1로 42-3
764,경기남부청,용인동부,서천,파출소,경기도 용인시 기흥구 서천로 117번길 1
765,경기남부청,용인서부,수지,지구대,경기도 용인시 수지구 풍덕천로190번길 18
766,경기남부청,용인서부,보정,지구대,경기도 용인시 기흥구 보정로 110
767,경기남부청,용인서부,상현,지구대,경기도 용인시 수지구 심곡로 7
768,경기남부청,용인서부,구성,파출소,경기도 용인시 기흥구 구성로 68
769,경기남부청,용인서부,신봉,파출소,경기도 용인시 수지구 수지로 195
770,경기남부청,용인서부,죽전,지구대,경기도 용인시 수지구 현암로 22
771,경기남부청,광주,곤지암,파출소,경기도 광주시 곤지암읍 곤지암천로 267
772,경기남부청,광주,도척,파출소,경기도 광주시 도척면 도척로 603
773,경기남부청,광주,경안,지구대,경기도 광주시 중앙로 137
774,경기남부청,광주,남한산성,파출소,경기도 광주시 중부면 남한산성로 757
775,경기남부청,광주,초월,파출소,경기도 광주시 초월읍 경충대로 1243
776,경기남부청,광주,오포동부,파출소,경기도 광주시 오포읍 오포로 869
777,경기남부청,광주,퇴촌,파출소,경기도 광주시 퇴촌면 광동로 45
778,경기남부청,광주,태전,파출소,경기도 광주시 태봉로 46
779,경기남부청,광주,오포서부,파출소,경기도 광주시 오포읍 오포로171번길 3
780,경기남부청,김포,사우,지구대,경기도 김포시 사우중로 35-5
781,경기남부청,김포,장기,지구대,경기도 김포시 청송로 36
782,경기남부청,김포,양촌,파출소,경기도 김포시 양곡1로 68번길 3
783,경기남부청,김포,통진,파출소,경기도 김포시 통진읍 조강로 83
784,경기남부청,김포,고촌,파출소,경기도 김포시 고촌읍 신곡리 1250-1
785,경기남부청,김포,대곶,파출소,경기도 김포시 대곶면 율생로 72
786,경기남부청,김포,월곶,파출소,경기도 김포시 월곶면 군하로 276번길 13
787,경기남부청,김포,하성,파출소,경기도 김포시 하성면 애기봉로 847
788,경기남부청,김포,김포T,파출소,경기도 김포시 고촌읍 아라육로152번길 56
789,경기남부청,김포,풍무,파출소,경기도 김포시 풍무동 154-6(풍무2지구)
790,경기남부청,김포,마산,지구대,경기도 김포시 김포한강8로 176(마산동)
791,경기남부청,김포,운양,지구대,김포시 운양동 1421-1
792,경기남부청,하남,하남,지구대,경기도 하남시 신장로 66
793,경기남부청,하남,덕풍,지구대,경기도 하남시 덕풍로81번길 13
794,경기남부청,하남,미사2,지구대,경기도 하남시 아리수로 567
795,경기남부청,하남,미사강변,지구대,경기도 하남시 풍산동 500
796,경기남부청,하남,창우,파출소,경기도 하남시 대청로 114
797,경기남부청,하남,하남위례,파출소,경기도 하남시 위례학암로14번길 20
798,경기남부청,하남,서부,파출소,경기도 하남시 감북로 43
799,경기남부청,과천,과천,지구대,과천시 관문로 135
800,경기남부청,과천,별양,지구대,과천시 과천대로6길 52
801,경기남부청,의왕,의왕,지구대,경기도 의왕시 경수대로 352
802,경기남부청,의왕,청계,파출소,경기도 의왕시 안양판교로 227
803,경기남부청,의왕,부곡,파출소,경기도 의왕시 한백이길 3
804,경기남부청,의왕,내손,지구대,경기도 의왕시 갈미로 77
805,경기남부청,이천,창전,지구대,경기도 이천시 영창로 171
806,경기남부청,이천,아미,파출소,경기도 이천시 부발읍 경충대로 2154
807,경기남부청,이천,장호원,파출소,경기도 이천시 장호원읍 장감로 70
808,경기남부청,이천,부발,파출소,경기도 이천시 부발읍 무촌로 167-5
809,경기남부청,이천,대월,파출소,경기도 이천시 대월로803번길 64
810,경기남부청,이천,마장,파출소,경기도 이천시 마장면 오천로 101
811,경기남부청,이천,신둔,파출소,경기도 이천시 신둔면 경충대로 3162
812,경기남부청,이천,모가,파출소,경기도 이천시 모가면 진상미로 1305
813,경기남부청,이천,백사,파출소,경기도 이천시 백사면 현방로 62
814,경기남부청,이천,설성,파출소,경기도 이천시 설성면 설장로 17번길 6-1
815,경기남부청,이천,호법,파출소,경기도 이천시 호법면 이섭대천로 547
816,경기남부청,이천,율면,파출소,경기도 이천시 율면 고당로 144
817,경기남부청,이천,증포,지구대,경기도 이천시 증포동 갈산로 19
818,경기남부청,안성,중앙,지구대,경기도 안성시 석정1길 15
819,경기남부청,안성,공도,지구대,경기도 안성시 공도읍 공도4로 4
820,경기남부청,안성,대덕,파출소,경기도 안성시 대덕면 중앙로 78
821,경기남부청,안성,금광,파출소,경기도 안성시 금광면 금광초교길 38
822,경기남부청,안성,보개,파출소,경기도 안성시 보개면 보개원삼로 220-1
823,경기남부청,안성,내리,지구대,경기도 안성시 대학6길 34
824,경기남부청,안성,원곡,파출소,경기도 안성시 원곡면 가천중앙1길 44
825,경기남부청,안성,양성,파출소,경기도 안성시 양성면 장터길 35
826,경기남부청,안성,일죽,파출소,경기도 안성시 일죽면 주래본죽로 28
827,경기남부청,안성,죽산,파출소,경기도 안성시 죽산면 죽주로 241
828,경기남부청,여주,홍문,지구대,경기도 여주시 세종로 2
829,경기남부청,여주,점동,파출소,경기도 여주시 점동면 청안로118
830,경기남부청,여주,가남,파출소,경기도 여주시 가남읍 태평2길 23
831,경기남부청,여주,세종대왕,파출소,경기도 여주시 능서면 마장로 61
832,경기남부청,여주,흥천,파출소,경기도 여주시 흥천면 효자로 144
833,경기남부청,여주,금사,파출소,경기도 여주시 금사면 이포로 41
834,경기남부청,여주,산북,파출소,경기도 여주시 산북면 금품1로 2
835,경기남부청,여주,대신,파출소,경기도 여주시 대신면 여양로 1436
836,경기남부청,여주,북내,파출소,경기도 여주시 북내면 여양2로 300
837,경기남부청,여주,강천,파출소,경기도 여주시 강천면 강문로 566
838,경기남부청,여주,오학,파출소,경기도 여주시 도예로 10
839,경기남부청,양평,양근,지구대,경기도 양평군 양평읍 해오름길 11
840,경기남부청,양평,강상,파출소,경기도 양평군 강상면 양평대교길 91
841,경기남부청,양평,강하,파출소,경기도 양평군 강하면 운심길 46
842,경기남부청,양평,용문,파출소,경기도 양평군 용문면 용문역길 71
843,경기남부청,양평,지평,파출소,경기도 양평군 지평면 지평의병로 91
844,경기남부청,양평,단월,파출소,경기도 양평군 단월면 재인동길 2-6
845,경기남부청,양평,청운,파출소,경기도 양평군 청운면 용두로 140
846,경기남부청,양평,양서,파출소,경기도 양평군 양서면 양수로 152번길 6
847,경기남부청,양평,서종,파출소,경기도 양평군 서종면 무내미길 45
848,경기남부청,양평,옥천,파출소,경기도 양평군 옥천면 옥천길 27
849,경기남부청,양평,양동,파출소,경기도 양평군 양동면 학둔지아래길 72
850,경기남부청,양평,개군,파출소,경기도 양평군 개군면 하자포길 25
851,경기북부청,의정부,금오,지구대,경기도 의정부시  추동로108번길 1
852,경기북부청,의정부,신곡,지구대,경기도 의정부시  경의로 119
853,경기북부청,의정부,가능,지구대,경기도 의정부시  호국로 1171 
854,경기북부청,의정부,송산,지구대,경기도 의정부시  용민로 119
855,경기북부청,의정부,호원,지구대,경기도 의정부시  평화로 159 
856,경기북부청,의정부,녹양,지구대,경기도 의정부시 체육로 260
857,경기북부청,의정부,민락,지구대,경기도 의정부시 민락로 356
858,경기북부청,고양,화정,지구대,경기도 고양시 덕양구 은빛로 80
859,경기북부청,고양,행신,지구대,경기도 고양시 덕양구 중앙로 541-18
860,경기북부청,고양,원당,지구대,경기도 고양시 덕양구 호국로 790번길 105
861,경기북부청,고양,신도,지구대,경기도 고양시 덕양구 신도길 6
862,경기북부청,고양,고양,파출소,경기도 고양시 덕양구 벽제관로 3
863,경기북부청,고양,관산,파출소,경기도 고양시 덕양구 통일로 782
864,경기북부청,고양,행신3,파출소,경기도 고양시 덕양구 중앙로558번길 90
865,경기북부청,고양,화전,파출소,경기도 고양시 덕양구 중앙로 219
866,경기북부청,고양,도래울,지구대,경기도 고양시 도내동 922-1
867,경기북부청,일산동부,마두,지구대,경기도 고양시 일산동구  노루목로 116
868,경기북부청,일산동부,백석,지구대,경기도 고양시 일산동구 장백로 76
869,경기북부청,일산동부,풍사,파출소,경기도 고양시 일산동구 숲속마을로 54
870,경기북부청,일산동부,중산,지구대,경기도 고양시 일산동구 중산로 220
871,경기북부청,일산서부,탄현,지구대,경기도 고양시 일산서구  현중로36번길 1
872,경기북부청,일산서부,대화,지구대,경기도 고양시 일산서구  일산로 670 
873,경기북부청,일산서부,주엽,지구대,경기도 고양시 일산서구  강성로 107
